NOMBRE DEL PRODUCTO FARMACEUTICO,TIPO DE FARMACO,NOMBRE DEL LABORATORIO OFERTANTE,ESTADO,PRINCIPIO ACTIVO O ASOCIACION DE PRINCIPIOS ACTIVOS,PRECIO VENTA CON IVA_EUROS,TRATAMIENTO DE LARGA DURACION,MEDICAMENTO HUERFANO
CIPROFLOXACINO,GENERICO,ALTER S.A.,ALTA,CIPROFLOXACINO,3.28,NO,NO
LEVOFLOXACINO,GENERICO,STADA S.L,ALTA,LEVOFLOXACINO,13.11,NO,NO
LEVOFLOXACINO,GENERICO,STADA S.L,ALTA,LEVOFLOXACINO,26.23,NO,NO
DENVAR,ORIGINAL,MERCK S.L,ALTA,CEFIXIMA,8.04,NO,NO
DENVAR,ORIGINAL,MERCK S.L,ALTA,CEFIXIMA,12.05,NO,NO
CLARITROMICINA,GENERICO,TECNIMEDE ESPANA INDUSTRIA FARMACEUTICA S.A.,ALTA,CLARITROMICINA,6.56,NO,NO
AMOXICILINA/,GENERICO,SANDOZ FARMACEUTICA S.A,ALTA,AMOXICILINA,5.84,NO,NO
AMOXICILINA,GENERICO,SANDOZ FARMACEUTICA S.A,ALTA,AMOXICILINA,2.5,NO,NO
AMOXICILINA/,GENERICO,SANDOZ FARMACEUTICA S.A,ALTA,CLAVULANATO,6.81,NO,NO
AMOXICILINA/,GENERICO,SANDOZ FARMACEUTICA S.A,ALTA,AMOXICILINA,10.21,NO,NO
AMOXICILINA,GENERICO,ARISTO PHARMA IBERIA S.L.,BAJA POR NO COMERCIALIZAR,AMOXICILINA,2.5,NO,NO
AMOXICILINA,GENERICO,ARISTO PHARMA IBERIA S.L.,BAJA POR NO COMERCIALIZAR,AMOXICILINA,2.86,NO,NO
CIPROFLOXACINO,GENERICO,ARISTO PHARMA IBERIA S.L.,BAJA GENERAL,CIPROFLOXACINO,2.31,NO,NO
AMOXICILINA/,GENERICO,ARISTO PHARMA IBERIA S.L.,BAJA POR NO COMERCIALIZAR,CLAVULANICO,6.81,NO,NO
AMOXICILINA/,GENERICO,ARISTO PHARMA IBERIA S.L.,BAJA POR NO COMERCIALIZAR,CLAVULANICO,10.21,NO,NO
CLARITROMICINA,GENERICO,ARISTO PHARMA IBERIA S.L.,BAJA POR NO COMERCIALIZAR,CLARITROMICINA,6.56,NO,NO
ZAYASEL,GENERICO,SALVAT S.A.,ALTA,TERAZOSINA,8.1,SI,NO
ZAYASEL,GENERICO,SALVAT S.A.,ALTA,TERAZOSINA,7.56,SI,NO
ZAYASEL,GENERICO,SALVAT S.A.,BAJA GENERAL,TERAZOSINA,2.45,SI,NO
GLIMEPIRIDA,GENERICO,AUROBINDO S.L.U,BAJA GENERAL,GLIMEPIRIDA,2.54,NO,NO
GLIMEPIRIDA,GENERICO,AUROBINDO S.L.U,BAJA GENERAL,GLIMEPIRIDA,10.18,NO,NO
GLIMEPIRIDA,GENERICO,AUROBINDO S.L.U,BAJA GENERAL,GLIMEPIRIDA,5.09,NO,NO
QUETIAPINA,GENERICO,NORMON S.A.,ALTA,QUETIAPINA,129.63,NO,NO
MOMETASONA,ORIGINAL,SANDOZ FARMACEUTICA S.A,ALTA,MOMETASONA,8.99,NO,NO
AMOXICILINA,GENERICO,DERMOGEN FARMA S.A,SUSPENSION TEMPORAL GENERAL,AMOXICILINA,3.81,NO,NO
CIPROFLOXACINO,GENERICO,MABO-FARMA S.A.,SUSPENSION TEMPORAL GENERAL,CIPROFLOXACINO,3.28,NO,NO
AMOXICILINA/,GENERICO,TEVA PHARMA S.L.U,BAJA POR NO COMERCIALIZAR,CLAVULANATO,6.81,NO,NO
AMOXICILINA/,GENERICO,TEVA PHARMA S.L.U,BAJA POR NO COMERCIALIZAR,AMOXICILINA,10.21,NO,NO
AMOXICILINA/,GENERICO,AUROVITAS SPAIN S.A.U,BAJA POR NO COMERCIALIZAR,CLAVULANATO,5.84,NO,NO
ZINNAT,ORIGINAL,BEXAL FARMACEUTICA S.A.,ALTA,CEFUROXIMA,4.84,NO,NO
ZINNAT,ORIGINAL,BEXAL FARMACEUTICA S.A.,ALTA,CEFUROXIMA,9.68,NO,NO
ZINNAT,ORIGINAL,BEXAL FARMACEUTICA S.A.,ALTA,CEFUROXIMA,19.36,NO,NO
CLAMOXYL,ORIGINAL,GLAXOSMITHKLINE S.A.,ALTA,AMOXICILINA,2.5,NO,NO
CLAMOXYL,ORIGINAL,GLAXOSMITHKLINE S.A.,ALTA,AMOXICILINA,2.86,NO,NO
CLAMOXYL,ORIGINAL,GLAXOSMITHKLINE S.A.,BAJA GENERAL,AMOXICILINA,2.86,NO,NO
CLAMOXYL,ORIGINAL,GLAXOSMITHKLINE S.A.,ALTA,AMOXICILINA,3.81,NO,NO
CLAMOXYL,ORIGINAL,GLAXOSMITHKLINE S.A.,ALTA,AMOXICILINA,5.71,NO,NO
CEFUROXIMA,GENERICO,CINFA S.A.,ALTA,CEFUROXIMA,4.84,NO,NO
CEFUROXIMA,GENERICO,CINFA S.A.,ALTA,CEFUROXIMA,7.26,NO,NO
CEFUROXIMA,GENERICO,CINFA S.A.,ALTA,CEFUROXIMA,9.68,NO,NO
AMOXICILINA,GENERICO,DERMOGEN FARMA S.A,SUSPENSION TEMPORAL GENERAL,AMOXICILINA,2.5,NO,NO
CEFUROXIMA,GENERICO,CINFA S.A.,ALTA,CEFUROXIMA,14.52,NO,NO
CEFUROXIMA,GENERICO,CINFA S.A.,ALTA,CEFUROXIMA,19.36,NO,NO
AMOXICILINA/,GENERICO,APOTEX ESPANA S.L,BAJA GENERAL,AMOXICILINA,6.81,NO,NO
AMOXICILINA/,GENERICO,APOTEX ESPANA S.L,BAJA GENERAL,AMOXICILINA,10.21,NO,NO
ITRACONAZOL,GENERICO,CINFA S.A.,ALTA,ITRACONAZOL,6.49,NO,NO
ITRACONAZOL,GENERICO,CINFA S.A.,ALTA,ITRACONAZOL,12.99,NO,NO
AMOXICILINA/,GENERICO,DERMOGEN FARMA S.A,BAJA POR NO COMERCIALIZAR,CLAVULANATO,6.81,NO,NO
AMOXICILINA/,GENERICO,DERMOGEN FARMA S.A,BAJA POR NO COMERCIALIZAR,AMOXICILINA,10.21,NO,NO
OXICODONA,GENERICO,SANDOZ FARMACEUTICA S.A,ALTA,OXICODONA,30.43,NO,NO
OXICODONA,GENERICO,SANDOZ FARMACEUTICA S.A,ALTA,OXICODONA,60.85,NO,NO
PENTASA,ORIGINAL,FERRING S.A.U,ALTA,MESALAZINA,42.13,SI,NO
CIPROFLOXACINO,GENERICO,MABO-FARMA S.A.,SUSPENSION TEMPORAL GENERAL,CIPROFLOXACINO,2.31,NO,NO
CLARITROMICINA,GENERICO,DERMOGEN FARMA S.A,BAJA POR NO COMERCIALIZAR,CLARITROMICINA,6.56,NO,NO
CIPROFLOXACINO,GENERICO,DERMOGEN FARMA S.A,BAJA GENERAL,CIPROFLOXACINO,3.28,NO,NO
VIBRACINA,ORIGINAL,PFIZER S.L,ALTA,DOXICICLINA,2.5,NO,NO
ITRACONAZOL,GENERICO,SANDOZ FARMACEUTICA S.A,ALTA,ITRACONAZOL,6.49,NO,NO
ITRACONAZOL,GENERICO,SANDOZ FARMACEUTICA S.A,ALTA,ITRACONAZOL,12.99,NO,NO
CEFUROXIMA,GENERICO,STADA GENERICOS S.L,ALTA,CEFUROXIMA,4.84,NO,NO
CEFUROXIMA,GENERICO,STADA GENERICOS S.L,ALTA,CEFUROXIMA,7.26,NO,NO
CEFUROXIMA,GENERICO,STADA GENERICOS S.L,ALTA,CEFUROXIMA,9.68,NO,NO
CEFUROXIMA,GENERICO,STADA GENERICOS S.L,ALTA,CEFUROXIMA,14.52,NO,NO
CEFUROXIMA,GENERICO,STADA GENERICOS S.L,ALTA,CEFUROXIMA,19.36,NO,NO
CIPROFLOXACINO,GENERICO,DERMOGEN FARMA S.A,BAJA GENERAL,CIPROFLOXACINO,1.58,NO,NO
CIPROFLOXACINO,GENERICO,DERMOGEN FARMA S.A,SUSPENSION TEMPORAL GENERAL,CIPROFLOXACINO,2.31,NO,NO
RISPERIDONA,GENERICO,VIATRIS PHARMACEUTICALS S.L.U,ALTA,RISPERIDONA,15.35,NO,NO
PRAMIPEXOL,GENERICO,AUROVITAS SPAIN S.A.U,BAJA POR NO COMERCIALIZAR,PRAMIPEXOL,7.62,NO,NO
PRAMIPEXOL,GENERICO,AUROVITAS SPAIN S.A.U,BAJA POR NO COMERCIALIZAR,PRAMIPEXOL,25.41,NO,NO
PRAMIPEXOL,GENERICO,AUROVITAS SPAIN S.A.U,BAJA POR NO COMERCIALIZAR,PRAMIPEXOL,29.64,NO,NO
PRAMIPEXOL,GENERICO,AUROVITAS SPAIN S.A.U,BAJA POR NO COMERCIALIZAR,PRAMIPEXOL,98.83,NO,NO
CLOPIDOGREL,GENERICO,ALTER S.A.,ALTA,CLOPIDOGREL,30.02,NO,NO
DONEPEZILO,GENERICO,TECNIMEDE ESPANA INDUSTRIA FARMACEUTICA S.A.,BAJA POR NO COMERCIALIZAR,DONEPEZILO,32.58,NO,NO
DONEPEZILO,GENERICO,ARISTO PHARMA IBERIA S.L.,BAJA POR NO COMERCIALIZAR,DONEPEZILO,32.58,NO,NO
DESLORATADINA,GENERICO,INDUSTRIA  QUIMICA Y FARMACEUTICA  VIR S.A.,ALTA,DESLORATADINA,6.63,NO,NO
DESLORATADINA,GENERICO,INDUSTRIA  QUIMICA Y FARMACEUTICA  VIR S.A.,BAJA POR NO COMERCIALIZAR,DESLORATADINA,0.28,NO,NO
DOSIL,ORIGINAL,LLORENS S.L,ALTA,DOXICICLINA,2.5,NO,NO
AMOXICILINA,GENERICO,TEVA PHARMA S.L.U,ALTA,AMOXICILINA,3.81,NO,NO
AMOXICILINA,GENERICO,TEVA PHARMA S.L.U,ALTA,AMOXICILINA,5.71,NO,NO
AMOXICILINA,GENERICO,TEVA PHARMA S.L.U,ALTA,AMOXICILINA,2.5,NO,NO
AMOXICILINA,GENERICO,TEVA PHARMA S.L.U,ALTA,AMOXICILINA,2.86,NO,NO
DONEPEZILO,GENERICO,ARISTO PHARMA IBERIA S.L.,BAJA POR NO COMERCIALIZAR,DONEPEZILO,65.16,NO,NO
DOSIL,ORIGINAL,LLORENS S.L,BAJA GENERAL,TRIPSINADOXICICLINA,3.47,NO,NO
AMOXICILINA/,GENERICO,TEVA PHARMA S.L.U,ALTA,AMOXICILINA,10.21,NO,NO
AMOXICILINA/,GENERICO,TEVA PHARMA S.L.U,ALTA,CLAVULANATO,6.81,NO,NO
AMOXICILINA/,GENERICO,TEVA PHARMA S.L.U,ALTA,CLAVULANATO,5.84,NO,NO
AMOXICILINA/,GENERICO,TEVA PHARMA S.L.U,ALTA,CLAVULANATO,10.21,NO,NO
AMOXICILINA/,GENERICO,TEVA PHARMA S.L.U,ALTA,AMOXICILINA,6.81,NO,NO
AMOXICILINA/,GENERICO,TEVA PHARMA S.L.U,ALTA,AMOXICILINA,5.84,NO,NO
CLARITROMICINA,GENERICO,VIATRIS PHARMACEUTICALS S.L.U,BAJA GENERAL,CLARITROMICINA,6.56,NO,NO
AMOXICILINA/,GENERICO,VIATRIS PHARMACEUTICALS S.L.U,ALTA,CLAVULANATO,6.81,NO,NO
AMOXICILINA/,GENERICO,VIATRIS PHARMACEUTICALS S.L.U,ALTA,AMOXICILINA,10.21,NO,NO
ITRACONAZOL,GENERICO,VIATRIS PHARMACEUTICALS S.L.U,ALTA,ITRACONAZOL,6.49,NO,NO
ITRACONAZOL,GENERICO,VIATRIS PHARMACEUTICALS S.L.U,ALTA,ITRACONAZOL,12.99,NO,NO
AMOXICILINA,GENERICO,TEVA PHARMA S.L.U,ALTA,AMOXICILINA,4.29,NO,NO
LEVOFLOXACINO,GENERICO,VIATRIS PHARMACEUTICALS S.L.U,ALTA,LEVOFLOXACINO,1.87,NO,NO
LEVOFLOXACINO,GENERICO,VIATRIS PHARMACEUTICALS S.L.U,ALTA,LEVOFLOXACINO,13.11,NO,NO
LEVOFLOXACINO,GENERICO,VIATRIS PHARMACEUTICALS S.L.U,ALTA,LEVOFLOXACINO,26.23,NO,NO
CLAMOXYL,ORIGINAL,GLAXOSMITHKLINE S.A.,BAJA GENERAL,AMOXICILINA,2.87,NO,NO
CIPROFLOXACINO,GENERICO,NORMON S.A.,ALTA,CIPROFLOXACINO,1.58,NO,NO
CIPROFLOXACINO,GENERICO,NORMON S.A.,ALTA,CIPROFLOXACINO,2.31,NO,NO
CIPROFLOXACINO,GENERICO,NORMON S.A.,ALTA,CIPROFLOXACINO,3.28,NO,NO
ZINNAT,ORIGINAL,GLAXOSMITHKLINE S.A.,SUSPENSION TEMPORAL GENERAL,CEFUROXIMA,4.84,NO,NO
AMOXICILINA,ORIGINAL,GENERFARMA S.L.U.,ALTA,AMOXICILINA,2.5,NO,NO
AMOXICILINA,ORIGINAL,GENERFARMA S.L.U.,ALTA,AMOXICILINA,2.86,NO,NO
CEFADROXILO,ORIGINAL,GENERFARMA S.L.U.,ALTA,CEFADROXILO,8.93,NO,NO
LEVOFLOXACINO,GENERICO,SANDOZ FARMACEUTICA S.A,ALTA,LEVOFLOXACINO,13.11,NO,NO
LEVOFLOXACINO,GENERICO,SANDOZ FARMACEUTICA S.A,ALTA,LEVOFLOXACINO,26.23,NO,NO
AMOXICILINA/,GENERICO,AUROVITAS SPAIN S.A.U,BAJA POR NO COMERCIALIZAR,CLAVULANATO,6.81,NO,NO
AMOXICILINA/,GENERICO,AUROVITAS SPAIN S.A.U,BAJA POR NO COMERCIALIZAR,CLAVULANATO,10.21,NO,NO
AMOXICILINA/,GENERICO,AUROVITAS SPAIN S.A.U,ALTA,AMOXICILINA,5.84,NO,NO
IRBESARTAN,GENERICO,VISO FARMACEUTICA S.L.,BAJA GENERAL,IRBESARTAN,3.87,NO,NO
IRBESARTAN,GENERICO,VISO FARMACEUTICA S.L.,BAJA GENERAL,IRBESARTAN,7.74,NO,NO
IRBESARTAN,GENERICO,VISO FARMACEUTICA S.L.,BAJA GENERAL,IRBESARTAN,15.49,NO,NO
IRBESARTAN/HIDROCLOROTIAZIDA,GENERICO,VISO FARMACEUTICA S.L.,BAJA GENERAL,IRBESARTANHIDROCLOROTIAZIDA,9.65,NO,NO
IRBESARTAN/HIDROCLOROTIAZIDA,GENERICO,VISO FARMACEUTICA S.L.,BAJA GENERAL,HIDROCLOROTIAZIDAIRBESARTAN,19.29,NO,NO
IRBESARTAN/HIDROCLOROTIAZIDA,GENERICO,VISO FARMACEUTICA S.L.,BAJA GENERAL,IRBESARTANHIDROCLOROTIAZIDA,19.29,NO,NO
VENLAFAXINA,GENERICO,VIATRIS PHARMACEUTICALS S.L.U,BAJA GENERAL,VENLAFAXINA,19.15,NO,NO
VENLAFAXINA,GENERICO,VIATRIS PHARMACEUTICALS S.L.U,BAJA GENERAL,VENLAFAXINA,9.59,NO,NO
RABEPRAZOL,GENERICO,MABO-FARMA S.A.,BAJA GENERAL,RABEPRAZOL,24.37,NO,NO
RIZATRIPTAN,GENERICO,NEURAXPHARM SPAIN S.L.U,ALTA,RIZATRIPTAN,8.8,NO,NO
RIZATRIPTAN,GENERICO,NEURAXPHARM SPAIN S.L.U,ALTA,RIZATRIPTAN,26.4,NO,NO
RABEPRAZOL,GENERICO,MABO-FARMA S.A.,BAJA GENERAL,RABEPRAZOL,12.19,NO,NO
RABEPRAZOL,GENERICO,SUN PHARMA LABORATORIOS S.L,ALTA,RABEPRAZOL,24.37,NO,NO
ANAFRANIL,ORIGINAL,ALFASIGMA ESPANA S.L.,ALTA,CLOMIPRAMINA,9.49,NO,NO
S,GENERICO,TEVA PHARMA S.L.U,BAJA POR NO COMERCIALIZAR,S,41.2,NO,NO
REPAGLINIDA,GENERICO,KRKA D.D. NOVO MESTO,ALTA,REPAGLINIDA,2.79,NO,NO
REPAGLINIDA,GENERICO,KRKA D.D. NOVO MESTO,ALTA,REPAGLINIDA,5.59,NO,NO
REPAGLINIDA,GENERICO,KRKA D.D. NOVO MESTO,ALTA,REPAGLINIDA,11.18,NO,NO
PENILEVEL,ORIGINAL,LABORATORIOS ERN S.A.,ALTA,FENOXIMETILPENICILINA,6.51,NO,NO
PENILEVEL,ORIGINAL,LABORATORIOS ERN S.A.,ALTA,FENOXIMETILPENICILINA,10.9,NO,NO
ALMOTRIPTAN,GENERICO,VIATRIS PHARMACEUTICALS S.L.U,ALTA,ALMOTRIPTAN,19.53,NO,NO
ALMOTRIPTAN,GENERICO,VIATRIS PHARMACEUTICALS S.L.U,ALTA,ALMOTRIPTAN,29.3,NO,NO
LISINOPRIL,GENERICO,CINFA S.A.,ALTA,HIDROCLOROTIAZIDALISINOPRIL,7.37,NO,NO
VEREZANA,GENERICO,TEVA PHARMA S.L.U,ALTA,ETINILESTRADIOLDIENOGEST,4.71,NO,NO
VEREZANA,GENERICO,TEVA PHARMA S.L.U,ALTA,DIENOGESTETINILESTRADIOL,14.14,NO,NO
QUETIAPINA,GENERICO,KERN PHARMA S.L.,ALTA,QUETIAPINA,129.63,NO,NO
CALCITONINA,ORIGINAL,ALMIRALL S.A.,ALTA,CALCITONINA,29.54,NO,NO
PRAVASTATINA,GENERICO,STADA S.L,ALTA,PRAVASTATINA,8.15,SI,NO
PRAVASTATINA,GENERICO,STADA S.L,ALTA,PRAVASTATINA,16.3,SI,NO
RALOXIFENO,GENERICO,TARBIS FARMA S.L.,BAJA POR NO COMERCIALIZAR,RALOXIFENO,20.64,NO,NO
RAMIPRIL,GENERICO,ALTER S.A.,BAJA GENERAL,RAMIPRIL,4.84,SI,NO
RAMIPRIL,GENERICO,ALTER S.A.,BAJA GENERAL,RAMIPRIL,9.68,SI,NO
RABEPRAZOL,GENERICO,ALMUS FARMACEUTICA S.A.U.,ALTA,RABEPRAZOL,24.37,NO,NO
RABEPRAZOL,GENERICO,ALMUS FARMACEUTICA S.A.U.,SUSPENSION TEMPORAL GENERAL,RABEPRAZOL,12.19,NO,NO
CECLOR,ORIGINAL,VIATRIS PHARMACEUTICALS S.L.U,SUSPENSION TEMPORAL GENERAL,CEFACLOR,16.24,NO,NO
AMOXICILINA/,GENERICO,ARISTO PHARMA IBERIA S.L.,BAJA POR NO COMERCIALIZAR,"AMOXICILINA,CLAVULANICO",5.84,NO,NO
LEVOFLOXACINO,GENERICO,AUROVITAS SPAIN S.A.U,BAJA POR NO COMERCIALIZAR,LEVOFLOXACINO,13.11,NO,NO
LEVOFLOXACINO,GENERICO,AUROVITAS SPAIN S.A.U,BAJA POR NO COMERCIALIZAR,LEVOFLOXACINO,26.23,NO,NO
AVARIC,ORIGINAL,ANGELINI PHARMA ESPANAS.L,ALTA,FENTANILO,8.09,NO,NO
AVARIC,ORIGINAL,ANGELINI PHARMA ESPANAS.L,ALTA,FENTANILO,60.6,NO,NO
AVARIC,ORIGINAL,ANGELINI PHARMA ESPANAS.L,ALTA,FENTANILO,16.05,NO,NO
AVARIC,ORIGINAL,ANGELINI PHARMA ESPANAS.L,ALTA,FENTANILO,120.31,NO,NO
AVARIC,ORIGINAL,ANGELINI PHARMA ESPANAS.L,ALTA,FENTANILO,6.6,NO,NO
AVARIC,ORIGINAL,ANGELINI PHARMA ESPANAS.L,ALTA,FENTANILO,49.52,NO,NO
AVARIC,ORIGINAL,ANGELINI PHARMA ESPANAS.L,ALTA,FENTANILO,74.18,NO,NO
AVARIC,ORIGINAL,ANGELINI PHARMA ESPANAS.L,ALTA,FENTANILO,98.85,NO,NO
AVARIC,ORIGINAL,ANGELINI PHARMA ESPANAS.L,ALTA,FENTANILO,146.59,NO,NO
S,GENERICO,KERN PHARMA S.L.,ALTA,S,11.54,NO,NO
CLOPIDOGREL,GENERICO,AUROVITAS SPAIN S.A.U,ALTA,CLOPIDOGREL,16.81,NO,NO
CLOPIDOGREL,GENERICO,AUROVITAS SPAIN S.A.U,ALTA,CLOPIDOGREL,30.02,NO,NO
DONEPEZILO,GENERICO,FRANCISCO DURBAN S.A.,ALTA,DONEPEZILO,65.16,NO,NO
HONGOSERIL,ORIGINAL,ISDIN S.A.,ALTA,ITRACONAZOL,12.99,NO,NO
HONGOSERIL,ORIGINAL,ISDIN S.A.,ALTA,ITRACONAZOL,6.49,NO,NO
CANADIOL,ORIGINAL,ESTEVE PHARMACEUTICALS S.A.,ALTA,ITRACONAZOL,12.99,NO,NO
CANADIOL,ORIGINAL,ESTEVE PHARMACEUTICALS S.A.,ALTA,ITRACONAZOL,6.49,NO,NO
FAMCICLOVIR,GENERICO,TECNIMEDE ESPANA INDUSTRIA FARMACEUTICA S.A.,BAJA POR NO COMERCIALIZAR,FAMCICLOVIR,131.01,NO,NO
LEVOFLOXACINO,GENERICO,TECNIMEDE ESPANA INDUSTRIA FARMACEUTICA S.A.,ALTA,LEVOFLOXACINO,13.11,NO,NO
LEVOFLOXACINO,GENERICO,TECNIMEDE ESPANA INDUSTRIA FARMACEUTICA S.A.,ALTA,LEVOFLOXACINO,26.23,NO,NO
DONEPEZILO,GENERICO,FRANCISCO DURBAN S.A.,ALTA,DONEPEZILO,32.58,NO,NO
TEBARAT,ORIGINAL,SALVAT S.A.,ALTA,AZELASTINA,7.37,NO,NO
EXEMESTANO,GENERICO,FARMALIDER S.A.,ALTA,EXEMESTANO,96.66,NO,NO
EXEMESTANO,GENERICO,FARMALIDER S.A.,BAJA POR NO COMERCIALIZAR,EXEMESTANO,96.66,NO,NO
LEFLUNOMIDA,GENERICO,STADA S.L,ALTA,LEFLUNOMIDA,26.96,NO,NO
LEFLUNOMIDA,GENERICO,STADA S.L,ALTA,LEFLUNOMIDA,53.92,NO,NO
LANSOPRAZOL,GENERICO,STADA S.L,ALTA,LANSOPRAZOL,7.96,NO,NO
LANSOPRAZOL,GENERICO,STADA S.L,ALTA,LANSOPRAZOL,15.92,NO,NO
CANDESARTAN,GENERICO,VIATRIS PHARMACEUTICALS S.L.U,ALTA,CANDESARTAN,10.49,NO,NO
CANDESARTAN,GENERICO,VIATRIS PHARMACEUTICALS S.L.U,ALTA,CANDESARTAN,20.97,NO,NO
CANDESARTAN,GENERICO,VIATRIS PHARMACEUTICALS S.L.U,ALTA,CANDESARTAN,2.5,NO,NO
CANDESARTAN,GENERICO,VIATRIS PHARMACEUTICALS S.L.U,ALTA,CANDESARTAN,5.25,NO,NO
ZOLMITRIPTAN,GENERICO,COMBIX S.L.U,ALTA,ZOLMITRIPTAN,16.08,NO,NO
S,GENERICO,KERN PHARMA S.L.,ALTA,S,41.2,NO,NO
LEVOFLOXACINO,GENERICO,TEVA PHARMA S.L.U,ALTA,LEVOFLOXACINO,13.11,NO,NO
ESTOMIL,GENERICO,MERCK S.L,ALTA,LANSOPRAZOL,7.96,NO,NO
ESTOMIL,GENERICO,MERCK S.L,ALTA,LANSOPRAZOL,15.92,NO,NO
PENTASA,ORIGINAL,FERRING S.A.U,ALTA,MESALAZINA,44.21,SI,NO
CLOPIDOGREL,GENERICO,COMBIX S.L.U,ALTA,CLOPIDOGREL,16.81,NO,NO
CLOPIDOGREL,GENERICO,COMBIX S.L.U,ALTA,CLOPIDOGREL,30.02,NO,NO
TAIOMA,GENERICO,ARISTO PHARMA IBERIA S.L.,ALTA,OXICODONA,3.81,NO,NO
TAIOMA,GENERICO,ARISTO PHARMA IBERIA S.L.,ALTA,OXICODONA,7.6,NO,NO
TAIOMA,GENERICO,ARISTO PHARMA IBERIA S.L.,ALTA,OXICODONA,15.2,NO,NO
TAIOMA,GENERICO,ARISTO PHARMA IBERIA S.L.,ALTA,OXICODONA,30.43,NO,NO
TAIOMA,GENERICO,ARISTO PHARMA IBERIA S.L.,ALTA,OXICODONA,60.85,NO,NO
ESOMEPRAZOL,GENERICO,KRKA D.D. NOVO MESTO,ALTA,ESOMEPRAZOL,12.55,NO,NO
ESOMEPRAZOL,GENERICO,KRKA D.D. NOVO MESTO,ALTA,ESOMEPRAZOL,25.1,NO,NO
IMUKIN,ORIGINAL,CLINIGEN HEALTHCARE B.V.,ALTA,INTERFERON,122.55,NO,NO
REPAGLINIDA,GENERICO,AUROBINDO S.L.U,BAJA GENERAL,REPAGLINIDA,5.59,NO,NO
LEVOTIROXINA,GENERICO,TEVA PHARMA S.L.U,ALTA,LEVOTIROXINA,2.06,SI,NO
LEVOTIROXINA,GENERICO,TEVA PHARMA S.L.U,ALTA,LEVOTIROXINA,1.64,SI,NO
LEVOTIROXINA,GENERICO,TEVA PHARMA S.L.U,ALTA,LEVOTIROXINA,2.5,SI,NO
LEVOTIROXINA,GENERICO,TEVA PHARMA S.L.U,ALTA,LEVOTIROXINA,2.72,SI,NO
BOLTIN,ORIGINAL,ORGANON SALUD S.L.,ALTA,TIBOLONA,11.3,SI,NO
FLUCONAZOL,GENERICO,TARBIS FARMA S.L.,ALTA,FLUCONAZOL,7.51,NO,NO
LEVOTIROXINA,GENERICO,TEVA PHARMA S.L.U,ALTA,LEVOTIROXINA,2.87,SI,NO
COPINAL,ORIGINAL,VINAS S.A.,ALTA,ACEXAMATO,10.13,NO,NO
COPINAL,ORIGINAL,VINAS S.A.,ALTA,ACEXAMATO,5.6,NO,NO
LEVOTIROXINA,GENERICO,TEVA PHARMA S.L.U,ALTA,LEVOTIROXINA,3.26,SI,NO
LEVOTIROXINA,GENERICO,TEVA PHARMA S.L.U,ALTA,LEVOTIROXINA,1.22,SI,NO
LEVOTIROXINA,GENERICO,TEVA PHARMA S.L.U,ALTA,LEVOTIROXINA,1.67,SI,NO
MONUROL,GENERICO,ZAMBON S.A.U.,SUSPENSION TEMPORAL GENERAL,FOSFOMICINA,2.26,NO,NO
MONUROL,GENERICO,ZAMBON S.A.U.,SUSPENSION TEMPORAL GENERAL,FOSFOMICINA,4.4,NO,NO
LANSOPRAZOL,GENERICO,TECNIMEDE ESPANA INDUSTRIA FARMACEUTICA S.A.,ALTA,LANSOPRAZOL,7.96,NO,NO
LANSOPRAZOL,GENERICO,TECNIMEDE ESPANA INDUSTRIA FARMACEUTICA S.A.,ALTA,LANSOPRAZOL,15.92,NO,NO
LANSOPRAZOL,GENERICO,AUROVITAS SPAIN S.A.U,ALTA,LANSOPRAZOL,15.92,NO,NO
LANSOPRAZOL,GENERICO,AUROVITAS SPAIN S.A.U,ALTA,LANSOPRAZOL,7.96,NO,NO
DILTIWAS,ORIGINAL,ALFASIGMA ESPANA S.L.,ALTA,DILTIAZEM,12.18,SI,NO
BISOPROLOL/HIDROCLOROTIAZIDA,GENERICO,KERN PHARMA S.L.,BAJA GENERAL,BISOPROLOL,8.84,NO,NO
ESCITALOPRAM,GENERICO,MEIJI PHARMA SPAIN S.A.,ALTA,ESCITALOPRAM,8.74,NO,NO
ESCITALOPRAM,GENERICO,MEIJI PHARMA SPAIN S.A.,ALTA,ESCITALOPRAM,17.48,NO,NO
ESCITALOPRAM,GENERICO,MEIJI PHARMA SPAIN S.A.,ALTA,ESCITALOPRAM,13.11,NO,NO
ESCITALOPRAM,GENERICO,MEIJI PHARMA SPAIN S.A.,ALTA,ESCITALOPRAM,26.23,NO,NO
ESCITALOPRAM,GENERICO,MEIJI PHARMA SPAIN S.A.,ALTA,ESCITALOPRAM,34.97,NO,NO
CANDESARTAN/HIDROCLOROTIAZIDA,GENERICO,STADA GENERICOS S.L,ALTA,HIDROCLOROTIAZIDACANDESARTAN,20.92,NO,NO
BETMIGA,ORIGINAL,ASTELLAS PHARMA S.A,ALTA,MIRABEGRON,41.51,NO,NO
CALCITONINA,ORIGINAL,VIATRIS PHARMACEUTICALS S.L.U,ALTA,CALCITONINA,29.54,NO,NO
DEXKETOPROFENO,GENERICO,TARBIS FARMA S.L.,ALTA,DEXKETOPROFENO,4.0,NO,NO
DEXKETOPROFENO,GENERICO,NORMON S.A.,ALTA,DEXKETOPROFENO,4.0,NO,NO
