ATC,Descripción Principio Activo,Forma Farmacéutica,Nombre Genérico,detalles del producto,Presentación,Tamaño de Caja o presentación,Fabricante,Precio máximo de venta transacción final comercial
G03AA17,Medroxiprogesterona Y Estradiol,Líquido/Sólido - Inyectable,FEMELIN,"Estradiol 5mg/0,5ml (10mg/1ml) + Medroxiprogesterona 25mg/0,5ml (50mg/1ml)",Líquido/Sólido,Inyectable x 10,AMERICAN GENERICS,No regulado
G03AA17,Medroxiprogesterona Y Estradiol,Líquido/Sólido - Inyectable,FEMELIN,"Estradiol 5mg/0,5ml (10mg/1ml) + Medroxiprogesterona 25mg/0,5ml (50mg/1ml)",Líquido/Sólido,Inyectable x 6,AMERICAN GENERICS,No regulado
G03AA17,Medroxiprogesterona Y Estradiol,Líquido/Sólido - Inyectable,FEMELIN,"Estradiol 5mg/0,5ml (10mg/1ml) + Medroxiprogesterona 25mg/0,5ml (50mg/1ml)",Líquido/Sólido,Inyectable x 24,AMERICAN GENERICS,No regulado
G03AA17,Medroxiprogesterona Y Estradiol,Líquido/Sólido - Inyectable,FEMELIN,"Estradiol 5mg/0,5ml (10mg/1ml) + Medroxiprogesterona 25mg/0,5ml (50mg/1ml)",Líquido/Sólido,Inyectable x 1,AMERICAN GENERICS,No regulado
G03AA17,Medroxiprogesterona Y Estradiol,Líquido/Sólido - Inyectable,FEMELIN,"Estradiol 5mg/0,5ml (10mg/1ml) + Medroxiprogesterona 25mg/0,5ml (50mg/1ml)",Líquido/Sólido,Inyectable x 1,AMERICAN GENERICS,No regulado
G03AA17,Medroxiprogesterona Y Estradiol,Líquido/Sólido - Inyectable,FEMELIN,"Estradiol 5mg/0,5ml (10mg/1ml) + Medroxiprogesterona 25mg/0,5ml (50mg/1ml)",Líquido/Sólido,Inyectable x 24,AMERICAN GENERICS,No regulado
G03AA17,Medroxiprogesterona Y Estradiol,Líquido/Sólido - Inyectable,FEMELIN,"Estradiol 5mg/0,5ml (10mg/1ml) + Medroxiprogesterona 25mg/0,5ml (50mg/1ml)",Líquido/Sólido,Inyectable x 10,AMERICAN GENERICS,No regulado
G03AA17,Medroxiprogesterona Y Estradiol,Líquido/Sólido - Inyectable,FEMELIN,"Estradiol 5mg/0,5ml (10mg/1ml) + Medroxiprogesterona 25mg/0,5ml (50mg/1ml)",Líquido/Sólido,Inyectable x 6,AMERICAN GENERICS,No regulado
G03AA17,Medroxiprogesterona Y Estradiol,Líquido/Sólido - Inyectable,FEMELIN,"Estradiol 5mg/0,5ml (10mg/1ml) + Medroxiprogesterona 25mg/0,5ml (50mg/1ml)",Líquido/Sólido,Inyectable x 24,AMERICAN GENERICS,No regulado
G03AA17,Medroxiprogesterona Y Estradiol,Líquido/Sólido - Inyectable,FEMELIN,"Estradiol 5mg/0,5ml (10mg/1ml) + Medroxiprogesterona 25mg/0,5ml (50mg/1ml)",Líquido/Sólido,Inyectable x 24,AMERICAN GENERICS,No regulado
G03AA17,Medroxiprogesterona Y Estradiol,Líquido/Sólido - Inyectable,FEMELIN,"Estradiol 5mg/0,5ml (10mg/1ml) + Medroxiprogesterona 25mg/0,5ml (50mg/1ml)",Líquido/Sólido,Inyectable x 10,AMERICAN GENERICS,No regulado
G03AA17,Medroxiprogesterona Y Estradiol,Líquido/Sólido - Inyectable,FEMELIN,"Estradiol 5mg/0,5ml (10mg/1ml) + Medroxiprogesterona 25mg/0,5ml (50mg/1ml)",Líquido/Sólido,Inyectable x 6,AMERICAN GENERICS,No regulado
G03AA17,Medroxiprogesterona Y Estradiol,Líquido/Sólido - Inyectable,FEMELIN,"Estradiol 5mg/0,5ml (10mg/1ml) + Medroxiprogesterona 25mg/0,5ml (50mg/1ml)",Líquido/Sólido,Inyectable x 10,AMERICAN GENERICS,No regulado
G03AA17,Medroxiprogesterona Y Estradiol,Líquido/Sólido - Inyectable,FEMELIN,"Estradiol 5mg/0,5ml (10mg/1ml) + Medroxiprogesterona 25mg/0,5ml (50mg/1ml)",Líquido/Sólido,Inyectable x 6,AMERICAN GENERICS,No regulado
G03AA17,Medroxiprogesterona Y Estradiol,Líquido/Sólido - Inyectable,FEMELIN,"Estradiol 5mg/0,5ml (10mg/1ml) + Medroxiprogesterona 25mg/0,5ml (50mg/1ml)",Líquido/Sólido,Inyectable x 1,AMERICAN GENERICS,No regulado
G03AA17,Medroxiprogesterona Y Estradiol,Líquido/Sólido - Inyectable,FEMELIN,"Estradiol 5mg/0,5ml (10mg/1ml) + Medroxiprogesterona 25mg/0,5ml (50mg/1ml)",Líquido/Sólido,Inyectable x 10,AMERICAN GENERICS,No regulado
G03AA17,Medroxiprogesterona Y Estradiol,Líquido/Sólido - Inyectable,FEMELIN,"Estradiol 5mg/0,5ml (10mg/1ml) + Medroxiprogesterona 25mg/0,5ml (50mg/1ml)",Líquido/Sólido,Inyectable x 6,AMERICAN GENERICS,No regulado
G03AA17,Medroxiprogesterona Y Estradiol,Líquido/Sólido - Inyectable,FEMELIN,"Estradiol 5mg/0,5ml (10mg/1ml) + Medroxiprogesterona 25mg/0,5ml (50mg/1ml)",Líquido/Sólido,Inyectable x 1,AMERICAN GENERICS,No regulado
G03AA17,Medroxiprogesterona Y Estradiol,Líquido/Sólido - Inyectable,FEMELIN,"Estradiol 5mg/0,5ml (10mg/1ml) + Medroxiprogesterona 25mg/0,5ml (50mg/1ml)",Líquido/Sólido,Inyectable x 1,AMERICAN GENERICS,No regulado
G03AA17,Medroxiprogesterona Y Estradiol,Líquido/Sólido - Inyectable,FEMELIN,"Estradiol 5mg/0,5ml (10mg/1ml) + Medroxiprogesterona 25mg/0,5ml (50mg/1ml)",Líquido/Sólido,Inyectable x 1,AMERICAN GENERICS,No regulado
G03AA17,Medroxiprogesterona Y Estradiol,Líquido/Sólido - Inyectable,CYCLOFEM,"Medroxiprogesterona 25mg/0,5ml (50mg/1ml) + Estradiol 5mg/0,5ml (10mg/1ml)",Líquido/Sólido,Inyectable x 1,PROFAMILIA,No regulado
G03AA17,Medroxiprogesterona Y Estradiol,Líquido/Sólido - Inyectable,CYCLOFEM,"Medroxiprogesterona 25mg/0,5ml (50mg/1ml) + Estradiol 5mg/0,5ml (10mg/1ml)",Líquido/Sólido,Inyectable x 1,PROFAMILIA,No regulado
G03AA17,Medroxiprogesterona Y Estradiol,Líquido/Sólido - Inyectable,CYCLOFEM,"Medroxiprogesterona 25mg/0,5ml (50mg/1ml) + Estradiol 5mg/0,5ml (10mg/1ml)",Líquido/Sólido,Inyectable x 1,PROFAMILIA,No regulado
G03AA17,Medroxiprogesterona Y Estradiol,Líquido/Sólido - Inyectable,CYCLOFEM,"Medroxiprogesterona 25mg/0,5ml (50mg/1ml) + Estradiol 5mg/0,5ml (10mg/1ml)",Líquido/Sólido,Inyectable x 50,PROFAMILIA,No regulado
A16AA04,Mercaptamina,Sólido - Oral,CYSTAGON,Cisteamina 50mg/1U,Sólido,Oral x 100,RECORDATI RARE,No regulado
A16AA04,Mercaptamina,Sólido - Oral,CYSTAGON,Mercaptamina 150mg/1U,Sólido,Oral x 500,RECORDATI RARE DISEASES,No regulado
A16AA04,Mercaptamina,Sólido - Oral,CYSTAGON,Mercaptamina 150mg/1U,Sólido,Oral x 100,RECORDATI RARE DISEASES,No regulado
A10BD15,Metformina Y Dapagliflozina,Sólido - Oral,XIGDUOXR,Metformina 1000mg/1U + Dapagliflozina 10mg/1U,Sólido,Oral x 28,ASTRAZENECA,No regulado
A10BD15,Metformina Y Dapagliflozina,Sólido - Oral,XIGDUOXR,Metformina 1000mg/1U + Dapagliflozina 10mg/1U,Sólido,Oral x 7,ASTRAZENECA,No regulado
A10BD15,Metformina Y Dapagliflozina,Sólido - Oral,XIGDUOXR,Metformina 1000mg/1U + Dapagliflozina 10mg/1U,Sólido,Oral x 28,ASTRAZENECA,No regulado
A10BD15,Metformina Y Dapagliflozina,Sólido - Oral,XIGDUO XR,Dapagliflozina 5mg/1U + Metformina 1000mg/1U,Sólido,Oral x 14,ASTRAZENECA,No regulado
A10BD15,Metformina Y Dapagliflozina,Sólido - Oral,XIGDUO XR,Dapagliflozina 5mg/1U + Metformina 1000mg/1U,Sólido,Oral x 56,ASTRAZENECA,No regulado
A10BD20,Metformina Y Empagliflozina,Sólido - Oral,JARDIANCE DUO,"Empagliflozina 12,5mg/1U + Metformina 850mg/1U",Sólido,Oral x 10,BOEHRINGER,No regulado
A10BD20,Metformina Y Empagliflozina,Sólido - Oral,JARDIANCE DUO,"Empagliflozina 12,5mg/1U + Metformina 850mg/1U",Sólido,Oral x 60,BOEHRINGER,No regulado
A10BD20,Metformina Y Empagliflozina,Sólido - Oral,JARDIANCE DUO,"Empagliflozina 12,5mg/1U + Metformina 850mg/1U",Sólido,Oral x 50,BOEHRINGER,No regulado
A10BD20,Metformina Y Empagliflozina,Sólido - Oral,JARDIANCE DUO,"Empagliflozina 12,5mg/1U + Metformina 850mg/1U",Sólido,Oral x 40,BOEHRINGER,No regulado
A10BD20,Metformina Y Empagliflozina,Sólido - Oral,JARDIANCE DUO,"Empagliflozina 12,5mg/1U + Metformina 850mg/1U",Sólido,Oral x 30,BOEHRINGER,No regulado
A10BD20,Metformina Y Empagliflozina,Sólido - Oral,JARDIANCE DUO,"Empagliflozina 12,5mg/1U + Metformina 850mg/1U",Sólido,Oral x 20,BOEHRINGER,No regulado
A10BD20,Metformina Y Empagliflozina,Sólido - Oral,JARDIANCE DUO,"Empagliflozina 12,5mg/1U + Metformina 850mg/1U",Sólido,Oral x 10,BOEHRINGER,No regulado
A10BD20,Metformina Y Empagliflozina,Sólido - Oral,JARDIANCE DUO,"Metformina 1000mg/1U + Empagliflozina 12,5mg/1U",Sólido,Oral x 10,BOEHRINGER,No regulado
A10BD20,Metformina Y Empagliflozina,Sólido - Oral,JARDIANCE DUO,"Metformina 1000mg/1U + Empagliflozina 12,5mg/1U",Sólido,Oral x 60,BOEHRINGER,No regulado
A10BD20,Metformina Y Empagliflozina,Sólido - Oral,JARDIANCE DUO,"Metformina 1000mg/1U + Empagliflozina 12,5mg/1U",Sólido,Oral x 50,BOEHRINGER,No regulado
A10BD20,Metformina Y Empagliflozina,Sólido - Oral,JARDIANCE DUO,"Metformina 1000mg/1U + Empagliflozina 12,5mg/1U",Sólido,Oral x 40,BOEHRINGER,No regulado
A10BD20,Metformina Y Empagliflozina,Sólido - Oral,JARDIANCE DUO,"Metformina 1000mg/1U + Empagliflozina 12,5mg/1U",Sólido,Oral x 30,BOEHRINGER,No regulado
A10BD20,Metformina Y Empagliflozina,Sólido - Oral,JARDIANCE DUO,"Metformina 1000mg/1U + Empagliflozina 12,5mg/1U",Sólido,Oral x 20,BOEHRINGER,No regulado
A10BD20,Metformina Y Empagliflozina,Sólido - Oral,JARDIANCE DUO,"Metformina 1000mg/1U + Empagliflozina 12,5mg/1U",Sólido,Oral x 10,BOEHRINGER,No regulado
A10BD08,Metformina Y Vildagliptina,Sólido - Oral,VYLDA,Vildagliptina 50mg/1U,Sólido,Oral x 30,LAFRANCOL,No regulado
A10BD08,Metformina Y Vildagliptina,Sólido - Oral,VYLDA,Vildagliptina 50mg/1U,Sólido,Oral x 10,LAFRANCOL,No regulado
A10BD08,Metformina Y Vildagliptina,Sólido - Oral,VYLDA,Vildagliptina 50mg/1U,Sólido,Oral x 5,LAFRANCOL,No regulado
A10BD08,Metformina Y Vildagliptina,Sólido - Oral,VYLDA,Vildagliptina 50mg/1U,Sólido,Oral x 2,LAFRANCOL,No regulado
A10BD08,Metformina Y Vildagliptina,Sólido - Oral,VYLDA,Vildagliptina 50mg/1U,Sólido,Oral x 120,LAFRANCOL,No regulado
A10BD08,Metformina Y Vildagliptina,Sólido - Oral,VYLDA,Vildagliptina 50mg/1U,Sólido,Oral x 60,LAFRANCOL,No regulado
A10BD08,Metformina Y Vildagliptina,Sólido - Oral,VYLDA,Vildagliptina 50mg/1U,Sólido,Oral x 30,LAFRANCOL,No regulado
A10BD08,Metformina Y Vildagliptina,Sólido - Oral,JALRA M,Metformina 500mg/1U + Vildagliptina 50mg/1U,Sólido,Oral x 7,MERCK,No regulado
A10BD08,Metformina Y Vildagliptina,Sólido - Oral,JALRA M,Metformina 500mg/1U + Vildagliptina 50mg/1U,Sólido,Oral x 4,MERCK,No regulado
A10BD08,Metformina Y Vildagliptina,Sólido - Oral,JALRA M,Metformina 500mg/1U + Vildagliptina 50mg/1U,Sólido,Oral x 60,MERCK,No regulado
A10BD08,Metformina Y Vildagliptina,Sólido - Oral,JALRA M,Metformina 500mg/1U + Vildagliptina 50mg/1U,Sólido,Oral x 56,MERCK,No regulado
A10BD08,Metformina Y Vildagliptina,Sólido - Oral,JALRA M,Metformina 500mg/1U + Vildagliptina 50mg/1U,Sólido,Oral x 30,MERCK,No regulado
A10BD08,Metformina Y Vildagliptina,Sólido - Oral,JALRA M,Metformina 500mg/1U + Vildagliptina 50mg/1U,Sólido,Oral x 28,MERCK,No regulado
A10BD08,Metformina Y Vildagliptina,Sólido - Oral,JALRA M,Metformina 500mg/1U + Vildagliptina 50mg/1U,Sólido,Oral x 16,MERCK,No regulado
A10BD08,Metformina Y Vildagliptina,Sólido - Oral,JALRA M,Metformina 500mg/1U + Vildagliptina 50mg/1U,Sólido,Oral x 14,MERCK,No regulado
A10BD08,Metformina Y Vildagliptina,Sólido - Oral,JALRA,Metformina 850mg/1U + Vildagliptina 50mg/1U,Sólido,oral x 30,MERCK,No regulado
A10BD08,Metformina Y Vildagliptina,Sólido - Oral,JALRAM,Metformina 850mg/1U + Vildagliptina 50mg/1U,Sólido,Oral x 56,MERCK,No regulado
A10BD08,Metformina Y Vildagliptina,Sólido - Oral,JALRAM,Metformina 850mg/1U + Vildagliptina 50mg/1U,Sólido,Oral x 30,MERCK,No regulado
A10BD08,Metformina Y Vildagliptina,Sólido - Oral,JALRAM,Metformina 850mg/1U + Vildagliptina 50mg/1U,Sólido,Oral x 7,MERCK,No regulado
A10BD08,Metformina Y Vildagliptina,Sólido - Oral,JALRAM,Metformina 850mg/1U + Vildagliptina 50mg/1U,Sólido,Oral x 4,MERCK,No regulado
A10BD08,Metformina Y Vildagliptina,Sólido - Oral,JALRAM,Metformina 850mg/1U + Vildagliptina 50mg/1U,Sólido,Oral x 60,MERCK,No regulado
A10BD08,Metformina Y Vildagliptina,Sólido - Oral,JALRAM,Metformina 850mg/1U + Vildagliptina 50mg/1U,Sólido,Oral x 28,MERCK,No regulado
A10BD08,Metformina Y Vildagliptina,Sólido - Oral,JALRAM,Metformina 850mg/1U + Vildagliptina 50mg/1U,Sólido,Oral x 16,MERCK,No regulado
A10BD08,Metformina Y Vildagliptina,Sólido - Oral,JALRAM,Metformina 850mg/1U + Vildagliptina 50mg/1U,Sólido,Oral x 14,MERCK,No regulado
A10BD08,Metformina Y Vildagliptina,Sólido - Oral,JALRA M,Metformina 1000mg/1U + Vildagliptina 50mg/1U,Sólido,Oral x 56,MERCK,No regulado
A10BD08,Metformina Y Vildagliptina,Sólido - Oral,JALRA M,Metformina 1000mg/1U + Vildagliptina 50mg/1U,Sólido,Oral x 30,MERCK,No regulado
A10BD08,Metformina Y Vildagliptina,Sólido - Oral,JALRA M,Metformina 1000mg/1U + Vildagliptina 50mg/1U,Sólido,Oral x 7,MERCK,No regulado
A10BD08,Metformina Y Vildagliptina,Sólido - Oral,JALRA M,Metformina 1000mg/1U + Vildagliptina 50mg/1U,Sólido,Oral x 4,MERCK,No regulado
A10BD08,Metformina Y Vildagliptina,Sólido - Oral,JALRA M,Metformina 1000mg/1U + Vildagliptina 50mg/1U,Sólido,Oral x 60,MERCK,No regulado
A10BD08,Metformina Y Vildagliptina,Sólido - Oral,JALRA M,Metformina 1000mg/1U + Vildagliptina 50mg/1U,Sólido,Oral x 28,MERCK,No regulado
A10BD08,Metformina Y Vildagliptina,Sólido - Oral,JALRA M,Metformina 1000mg/1U + Vildagliptina 50mg/1U,Sólido,Oral x 16,MERCK,No regulado
A10BD08,Metformina Y Vildagliptina,Sólido - Oral,JALRA M,Metformina 1000mg/1U + Vildagliptina 50mg/1U,Sólido,Oral x 14,MERCK,No regulado
A10BD08,Metformina Y Vildagliptina,Sólido - Oral,GALVUSMET,Metformina 500mg/1U + Vildagliptina 50mg/1U,Sólido,Oral x 28,NOVARTIS,No regulado
A10BD08,Metformina Y Vildagliptina,Sólido - Oral,GALVUSMET,Metformina 500mg/1U + Vildagliptina 50mg/1U,Sólido,Oral x 7,NOVARTIS,No regulado
A10BD08,Metformina Y Vildagliptina,Sólido - Oral,GALVUSMET,Metformina 500mg/1U + Vildagliptina 50mg/1U,Sólido,Oral x 4,NOVARTIS,No regulado
A10BD08,Metformina Y Vildagliptina,Sólido - Oral,GALVUSMET,Metformina 1000mg/1U + Vildagliptina 50mg/1U,Sólido,Oral x 28,NOVARTIS,No regulado
A10BD08,Metformina Y Vildagliptina,Sólido - Oral,GALVUSMET,Metformina 1000mg/1U + Vildagliptina 50mg/1U,Sólido,Oral x 14,NOVARTIS,No regulado
A10BD08,Metformina Y Vildagliptina,Sólido - Oral,GALVUSMET,Metformina 1000mg/1U + Vildagliptina 50mg/1U,Sólido,Oral x 60,NOVARTIS,No regulado
A10BD08,Metformina Y Vildagliptina,Sólido - Oral,GALVUSMET,Metformina 1000mg/1U + Vildagliptina 50mg/1U,Sólido,Oral x 56,NOVARTIS,No regulado
A10BD08,Metformina Y Vildagliptina,Sólido - Oral,GALVUSMET,Metformina 1000mg/1U + Vildagliptina 50mg/1U,Sólido,Oral x 30,NOVARTIS,No regulado
A10BD08,Metformina Y Vildagliptina,Sólido - Oral,GALVUSMET,Metformina 1000mg/1U + Vildagliptina 50mg/1U,Sólido,Oral x 28,NOVARTIS,No regulado
A10BD08,Metformina Y Vildagliptina,Sólido - Oral,GALVUSMET,Metformina 1000mg/1U + Vildagliptina 50mg/1U,Sólido,Oral x 14,NOVARTIS,No regulado
A10BD08,Metformina Y Vildagliptina,Sólido - Oral,GALVUSMET,Metformina 1000mg/1U + Vildagliptina 50mg/1U,Sólido,Oral x 7,NOVARTIS,No regulado
A10BD08,Metformina Y Vildagliptina,Sólido - Oral,GALVUSMET,Metformina 1000mg/1U + Vildagliptina 50mg/1U,Sólido,Oral x 4,NOVARTIS,No regulado
A10BD08,Metformina Y Vildagliptina,Sólido - Oral,GALVUSMET,Metformina 850mg/1U + Vildagliptina 50mg/1U,Sólido,Oral x 28,NOVARTIS,No regulado
A10BD08,Metformina Y Vildagliptina,Sólido - Oral,GALVUSMET,Metformina 850mg/1U + Vildagliptina 50mg/1U,Sólido,Oral x 4,NOVARTIS,No regulado
A10BD08,Metformina Y Vildagliptina,Sólido - Oral,GALVUSMET,Metformina 850mg/1U + Vildagliptina 50mg/1U,Sólido,Oral x 7,NOVARTIS,No regulado
A10BD08,Metformina Y Vildagliptina,Sólido - Oral,GALVUSMET,Metformina 850mg/1U + Vildagliptina 50mg/1U,Sólido,Oral x 60,NOVARTIS,No regulado
A10BD08,Metformina Y Vildagliptina,Sólido - Oral,GALVUSMET,Metformina 850mg/1U + Vildagliptina 50mg/1U,Sólido,Oral x 56,NOVARTIS,No regulado
A10BD08,Metformina Y Vildagliptina,Sólido - Oral,GALVUSMET,Metformina 850mg/1U + Vildagliptina 50mg/1U,Sólido,Oral x 30,NOVARTIS,No regulado
A10BD08,Metformina Y Vildagliptina,Sólido - Oral,GALVUSMET,Metformina 850mg/1U + Vildagliptina 50mg/1U,Sólido,Oral x 28,NOVARTIS,No regulado
A10BD08,Metformina Y Vildagliptina,Sólido - Oral,GALVUSMET,Metformina 850mg/1U + Vildagliptina 50mg/1U,Sólido,Oral x 14,NOVARTIS,No regulado
G04BD12,Mirabegron,Sólido - Oral,MYRBETRIC,Mirabegron 50mg/1U,Sólido,Oral x 3,ASTELLAS,No regulado
G04BD12,Mirabegron,Sólido - Oral,MYRBETRIC,Mirabegron 50mg/1U,Sólido,Oral x 30,ASTELLAS,No regulado
G04BD12,Mirabegron,Sólido - Oral,MYRBETRIC,Mirabegron 50mg/1U,Sólido,Oral x 10,ASTELLAS,No regulado
G04BD12,Mirabegron,Sólido - Oral,MYRBETRIC,Mirabegron 50mg/1U,Sólido,Oral x 5,ASTELLAS,No regulado
G04BD12,Mirabegron,Sólido - Oral,MYRBETRIC,Mirabegron 25mg/1U,Sólido,Oral x 3,ASTELLAS,No regulado
G04BD12,Mirabegron,Sólido - Oral,MYRBETRIC,Mirabegron 25mg/1U,Sólido,Oral x 30,ASTELLAS,No regulado
G04BD12,Mirabegron,Sólido - Oral,MYRBETRIC,Mirabegron 25mg/1U,Sólido,Oral x 10,ASTELLAS,No regulado
S01BC10,Nepafenaco,Líquido - Oftálmica,NEOLAG,Nepafenaco 15mg/5ml (3mg/1ml),Líquido,Oftálmica x 1,SYNTHESIS,No regulado
S01BC10,Nepafenaco,Líquido - Oftálmica,NEOLAG,Nepafenaco 9mg/3ml (3mg/1ml),Líquido,Oftálmica x 1,SYNTHESIS,No regulado
S01BC10,Nepafenaco,Líquido - Oftálmica,NEOLAG,Nepafenaco 15mg/5ml (3mg/1ml),Líquido,Oftálmica x 1,SYNTHESIS,No regulado
S01BC10,Nepafenaco,Líquido - Oftálmica,NEOLAG,Nepafenaco 9mg/3ml (3mg/1ml),Líquido,Oftálmica x 1,SYNTHESIS,No regulado
S01BC10,Nepafenaco,Líquido - Oftálmica,NEOLAG,Nepafenaco 3mg/3ml (1mg/1ml),Líquido,Oftálmica x 1,SYNTHESIS,No regulado
S01BC10,Nepafenaco,Líquido - Oftálmica,NEOLAG,Nepafenaco 3mg/3ml (1mg/1ml),Líquido,Oftálmica x 1,SYNTHESIS,No regulado
S01BC10,Nepafenaco,Líquido - Oftálmica,NEOLAG,Nepafenaco 5mg/5ml (1mg/1ml),Líquido,Oftálmica x 1,SYNTHESIS,No regulado
S01BC10,Nepafenaco,Líquido - Oftálmica,NEOLAG,Nepafenaco 5mg/5ml (1mg/1ml),Líquido,Oftálmica x 1,SYNTHESIS,No regulado
S01BC10,Nepafenaco,Líquido - Oftálmica,NEPAOFTAL,Nepafenaco 5mg/5ml (1mg/1ml),Líquido,Oftálmica x 1,TECNOQUIMICAS,No regulado
S01BC10,Nepafenaco,Líquido - Oftálmica,NEPAOFTAL,Nepafenaco 5mg/5ml (1mg/1ml),Líquido,Oftálmica x 1,TECNOQUIMICAS,No regulado
S01BC10,Nepafenaco,Líquido - Oftálmica,NEPAOFTAL,Nepafenaco 5mg/5ml (1mg/1ml),Líquido,Oftálmica x 1,TECNOQUIMICAS,No regulado
S01BC10,Nepafenaco,Líquido - Oftálmica,ILEVRO,Nepafenaco 9mg/3ml (3mg/1ml),Líquido,Oftálmica x 1,NOVARTIS,No regulado
S01BC10,Nepafenaco,Líquido - Oftálmica,ILEVRO,"Nepafenaco 5,1mg/1,7ml (3mg/1ml)",Líquido,Oftálmica x 1,NOVARTIS,No regulado
S01BC10,Nepafenaco,Líquido - Oftálmica,ILEVRO,"Nepafenaco 2,4mg/0,8ml (3mg/1ml)",Líquido,Oftálmica x 1,NOVARTIS,No regulado
S01BC10,Nepafenaco,Líquido - Oftálmica,ILEVRO,"Nepafenaco 1,5mg/0,5ml (3mg/1ml)",Líquido,Oftálmica x 1,NOVARTIS,No regulado
S01BC10,Nepafenaco,Líquido - Oftálmica,ILEVRO,Nepafenaco 9mg/3ml (3mg/1ml),Líquido,Oftálmica x 1,NOVARTIS,No regulado
S01BC10,Nepafenaco,Líquido - Oftálmica,NEVANAC,Nepafenaco 5mg/5ml (100mg/100ml),Líquido,Oftálmica x 1,NOVARTIS,No regulado
S01BC10,Nepafenaco,Líquido - Oftálmica,NEVANAC,"Nepafenaco 1,5mg/1,5ml (100mg/100ml)",Líquido,Oftálmica x 1,NOVARTIS,No regulado
L01XC,Nimotuzumab,Líquido/Sólido - Inyectable,CIMAHER,Nimotuzumab 50mg/10ml (5mg/1ml),Líquido/Sólido,Inyectable x 4,CIMAB,No regulado
L01XC,Nimotuzumab,Líquido/Sólido - Inyectable,CIMAHER,Nimotuzumab 50mg/10ml (5mg/1ml),Líquido/Sólido,Inyectable x 1,CIMAB,No regulado
L01XE31,Nintedanib,Sólido - Oral,VARGATEF,Nintedanib 150mg/1U,Sólido,Oral x 60,BOEHRINGER,No regulado
L01XE31,Nintedanib,Sólido - Oral,OFEV,Nintedanib 100mg/1U,Sólido,Oral x 60,BOEHRINGER,No regulado
L01XE31,Nintedanib,Sólido - Oral,VARGATEF,Nintedanib 100mg/1U,Sólido,Oral x 120,BOEHRINGER,No regulado
L01XE31,Nintedanib,Sólido - Oral,OFEV,Nintedanib 150mg/1U,Sólido,Oral x 60,BOEHRINGER,No regulado
G03FA01,Noretisterona Y Estrogeno (estradiol),Líquido/Sólido - Inyectable,MESIGYNA,Noretisterona 50mg/1ml (50mg/1ml) + Estradiol 5mg/1ml (5mg/1ml),Líquido/Sólido,Inyectable x 1,BAYER,No regulado
G03FA01,Noretisterona Y Estrogeno (estradiol),Líquido/Sólido - Inyectable,AI PROFAMILIA,Noretisterona 50mg/1ml (50mg/1ml) + Estradiol 5mg/1ml (5mg/1ml),Líquido/Sólido,Inyectable x 50,PROFAMILIA,No regulado
G03FA01,Noretisterona Y Estrogeno (estradiol),Líquido/Sólido - Inyectable,AI PROFAMILIA,Noretisterona 50mg/1ml (50mg/1ml) + Estradiol 5mg/1ml (5mg/1ml),Líquido/Sólido,Inyectable x 50,PROFAMILIA,No regulado
G03FA01,Noretisterona Y Estrogeno (estradiol),Líquido/Sólido - Inyectable,AI PROFAMILIA,Noretisterona 50mg/1ml (50mg/1ml) + Estradiol 5mg/1ml (5mg/1ml),Líquido/Sólido,Inyectable x 1,PROFAMILIA,No regulado
G03FA01,Noretisterona Y Estrogeno (estradiol),Líquido/Sólido - Inyectable,AI PROFAMILIA,Noretisterona 50mg/1ml (50mg/1ml) + Estradiol 5mg/1ml (5mg/1ml),Líquido/Sólido,Inyectable x 1,PROFAMILIA,No regulado
G03FA01,Noretisterona Y Estrogeno (estradiol),Líquido/Sólido - Inyectable,AI PROFAMILIA,Noretisterona 50mg/1ml (50mg/1ml) + Estradiol 5mg/1ml (5mg/1ml),Líquido/Sólido,Inyectable x 1,PROFAMILIA,No regulado
G03FA01,Noretisterona Y Estrogeno (estradiol),Líquido/Sólido - Inyectable,AI PROFAMILIA,Noretisterona 50mg/1ml (50mg/1ml) + Estradiol 5mg/1ml (5mg/1ml),Líquido/Sólido,Inyectable x 1,PROFAMILIA,No regulado
G03FA01,Noretisterona Y Estrogeno (estradiol),Líquido/Sólido - Inyectable,OVUNIL,Noretisterona 50mg/1ml (50mg/1ml) + Estradiol 5mg/1ml (5mg/1ml),Líquido/Sólido,Inyectable x 1,PRODUCTOS CIENTIFICOS,No regulado
G03FA01,Noretisterona Y Estrogeno (estradiol),Líquido/Sólido - Inyectable,OVUNIL,Noretisterona 50mg/1ml (50mg/1ml) + Estradiol 5mg/1ml (5mg/1ml),Líquido/Sólido,Inyectable x 1,PRODUCTOS CIENTIFICOS,No regulado
G03FA01,Noretisterona Y Estrogeno (estradiol),Líquido/Sólido - Inyectable,OVUNIL,Noretisterona 50mg/1ml (50mg/1ml) + Estradiol 5mg/1ml (5mg/1ml),Líquido/Sólido,Inyectable x 1,PRODUCTOS CIENTIFICOS,No regulado
G03FA01,Noretisterona Y Estrogeno (estradiol),Líquido/Sólido - Inyectable,OVUNIL,Noretisterona 50mg/1ml (50mg/1ml) + Estradiol 5mg/1ml (5mg/1ml),Líquido/Sólido,Inyectable x 1,PRODUCTOS CIENTIFICOS,No regulado
