SERVICIO,DESCRIPCION,PIEZAS SOLICITADAS
URGENCIAS GINECOBSTETRICAS,INDOMETACINA,15
URGENCIAS GINECOBSTETRICAS,OMEPRAZOL,5
URGENCIAS GINECOBSTETRICAS,CLORURO,6
MEDICINA INTERNA,CAPTOPRIL,8
UROLOGIA (CONSULTA),FUROSEMIDA,20
UROLOGIA (CONSULTA),NEOMICINA,0
UROLOGIA (CONSULTA),KETOROLACO,20
MEDICINA INTERNA,TRIMETOPRIM/SULFAMETOXAZOL,8
URGENCIAS PEDIATRICAS,KETOROLACO,6
AREA DE CHOQUE,PARACETAMOL,13
AREA DE CHOQUE,FITOMENADIONA,5
CIRUGIA PLASTICA Y RECONSTRUCTIVA,SERO,1
URGENCIAS PEDIATRICAS,ELECTROLITOS,15
MEDICINA INTERNA,CAPTOPRIL,3
OFTALMOLOGIA (HOSPITALIZACION),ADENOSINA,5
OFTALMOLOGIA (HOSPITALIZACION),NITROPRUSIATO,1
OFTALMOLOGIA (HOSPITALIZACION),LIDOCAINA,1
CIRUGIA GENERAL,LIDOCAINA,4
OTORRINOLARINGOLOGIA,OXIMETAZOLINA,50
QUIROFANOS,DEXAMETASONA,10
QUIROFANOS,SALBUTAMOL/BROMURO,10
QUIROFANOS,BUDESONIDA,10
TERAPIA INTENSIVA,CEFOTAXIMA,6
URGENCIAS GINECOBSTETRICAS,ACICLOVIR,6
AREA DE CHOQUE,CEFUROXIMA,1
GINECO OBSTETRICIA,CEFOTAXIMA,3
URGENCIAS,SALBUTAMOL,1
TERAPIA INTENSIVA,CIPROFLOXACINO,2
CIRUGIA PLASTICA Y RECONSTRUCTIVA,CLONAZEPAM,1
CIRUGIA PLASTICA Y RECONSTRUCTIVA,CLONAZEPAM,0
AREA DE CHOQUE,LEVETIRACETAM,0
AREA DE CHOQUE,CARBAMAZEPINA,3
TERAPIA INTENSIVA,CEFOTAXIMA,2
CIRUGIA PLASTICA Y RECONSTRUCTIVA,GABAPENTINA,1
DISPENSADOR 3 TERAPIA INTENSIVA ADULTOS,METOCLOPRAMIDA,16
CIRUGIA GENERAL,ONDANSETRON,8
QUIROFANOS,TRAMADOL,40
AREA DE CHOQUE,CEFOTAXIMA,4
TERAPIA INTENSIVA,ACETILCISTEINA,20
TERAPIA INTENSIVA,LEVOSIMENDAN,1
CIRUGIA GENERAL,HIERRO,1
ANESTESIOLOGIA,ESMOLOL,15
URGENCIAS PEDIATRICAS,METOCLOPRAMIDA,10
MEDICINA INTERNA,TIAMINA,2
NEONATOLOGIA,LEVETIRACETAM,10
ORTOPEDIA,LIDOCAINA,10
ORTOPEDIA,BETAMETASONA,15
CIRUGIA PLASTICA Y RECONSTRUCTIVA,AMPICILINA,4
TERAPIA INTENSIVA,ACICLOVIR,4
TERAPIA INTENSIVA,SENOSIDOS,1
ORTOPEDIA,MEROPENEM,3
TERAPIA INTENSIVA,GLUCONATO,1
CIRUGIA GENERAL,GLUCONATO,3
MEDICINA INTERNA,GANCICLOVIR,0
GINECO OBSTETRICIA,HEPARINA,1
DISPENSADOR 3 TERAPIA INTENSIVA ADULTOS,CLORURO,36
DISPENSADOR 3 TERAPIA INTENSIVA ADULTOS,PARACETAMOL,5
CIRUGIA GENERAL,ONDANSENTRON,10
GASTROENTEROLOGIA,BUTILHIOSCINA,30
GASTROENTEROLOGIA,METAMIZOL,15
GASTROENTEROLOGIA,LIDOCAINA,5
GASTROENTEROLOGIA,INDOMETACINA,20
GASTROENTEROLOGIA,LIDOCAINA,2
GASTROENTEROLOGIA,SALBUTAMOL,1
GASTROENTEROLOGIA,BECLOMETASONA,1
GASTROENTEROLOGIA,KETOROLACO,20
GASTROENTEROLOGIA,PROPOFOL,15
GASTROENTEROLOGIA,TRAMADOL,20
MEDICINA INTERNA,FENITOINA,0
MEDICINA INTERNA,CEFUROXIMA,4
URGENCIAS PEDIATRICAS,BENCILPENICILINA,3
URGENCIAS PEDIATRICAS,AMOXICILINA/CLAVULATO,12
TERAPIA INTENSIVA,HALOPERIDOL,1
URGENCIAS PEDIATRICAS,AMOXICILINA/CLAVULATO,0
ORTOPEDIA,CEFUROXIMA,3
TERAPIA INTENSIVA,DOPAMINA,2
ORTOPEDIA,OMEPRAZOL,0
AREA DE CHOQUE,KETOROLACO/TRAMADOL,2
CIRUGIA GENERAL,MOSAPRIDA,5
URGENCIAS,PARACETAMOL,12
URGENCIAS,DOXICICLINA,0
URGENCIAS PEDIATRICAS,MULTIVITAMINAS,1
GINECO OBSTETRICIA,CEFALOTINA,5
ORTOPEDIA,HEPARINA,1
CIRUGIA PLASTICA Y RECONSTRUCTIVA,NOREPINEFRINA,5
TERAPIA INTENSIVA,FOSFATO,22
DISPENSADOR 2 URGENCIAS,DEXMEDETOMIDINA,10
DISPENSADOR 2 URGENCIAS,PARACETAMOL,10
URGENCIAS,NALBUFINA,5
URGENCIAS,METRONIDAZOL,8
URGENCIAS,CAPTOPRIL,8
TERAPIA INTENSIVA,ACICLOVIR,6
GINECO OBSTETRICIA,KETOROLACO,0
NEONATOLOGIA,VITAMINA,4
NEONATOLOGIA,AMBROXOL,6
NEONATOLOGIA,LEVETIRACETAM,0
AREA DE CHOQUE,METILPREDNISOLONA,5
DISPENSADOR 3 TERAPIA INTENSIVA ADULTOS,ASCORBICO,16
URGENCIAS PEDIATRICAS,AMBROXOL,2
GASTROENTEROLOGIA,NIFEDIPINO,5
CIRUGIA GENERAL,BUTILHIOSCINA,1
CIRUGIA GENERAL,LOPERAMIDA,9
CIRUGIA GENERAL,PREGABALINA,1
URGENCIAS,TRIMETOPRIMA/SULFAMETOXAZOL,3
MEDICINA INTERNA,ZOLEDRONICO,1
MEDICINA INTERNA,FENITOINA,6
CIRUGIA GENERAL,MOSAPRIDA,10
NEONATOLOGIA,SALBUTAMOL,1
RADIOLOGIA E IMAGEN,BICARBONATO,20
CIRUGIA GENERAL,CLORFENAMINA,3
AREA DE CHOQUE,DIGOXINA,2
URGENCIAS PEDIATRICAS,KETOROLACO,5
URGENCIAS PEDIATRICAS,PARACETAMOL,6
URGENCIAS,SERTRALINA,5
UROLOGIA,SERTRALINA,2
TERAPIA INTENSIVA,METAMIZOL,2
MEDICINA INTERNA,CEFUROXIMA,9
AREA DE CHOQUE,SULFATO,10
URGENCIAS PEDIATRICAS,CLONIXINATO,3
MEDICINA INTERNA,PREGABALINA,3
UROLOGIA,SENOSIDOS,0
URGENCIAS,ERTAPENEM,0
CIRUGIA GENERAL,BUTILHIOSCINA,2
CIRUGIA GENERAL,LOPERAMIDA,12
CIRUGIA GENERAL,SERTRALINA,1
FARMACIA INTRAHOSPITALARIA,ASCORBICO,1
CLINICA DE CATETERES,CLORURO,5
CLINICA DE CATETERES,HEPARINA,5
NEONATOLOGIA,PROPRANOLOL,5
URGENCIAS PEDIATRICAS,KETOROLACO,20
URGENCIAS PEDIATRICAS,DEXAMETASONA,0
URGENCIAS PEDIATRICAS,METILPREDNISOLONA,6
URGENCIAS GINECOBSTETRICAS,SULFATO,15
URGENCIAS GINECOBSTETRICAS,BUTILHIOSCINA,20
URGENCIAS GINECOBSTETRICAS,METOCLOPRAMIDA,20
UNIDAD TOCOQUIRURGICA,OMEPRAZOL,15
UNIDAD TOCOQUIRURGICA,DILTIAZEM,3
UNIDAD TOCOQUIRURGICA,ONDANSENTRON,15
ANESTESIOLOGIA,PROPOFOL,80
ANESTESIOLOGIA,NOREPINEFRINA,10
ANESTESIOLOGIA,KETOROLACO,50
ANESTESIOLOGIA,OMEPRAZOL,30
ANESTESIOLOGIA,LIDOCAINA,10
ANESTESIOLOGIA,ROPIVACAINA,30
URGENCIAS GINECOBSTETRICAS,BICARBONATO,5
URGENCIAS,OMEPRAZOL,8
TERAPIA INTENSIVA,SUCRALFATO,5
TERAPIA INTENSIVA,SUCRALFATO,4
UROLOGIA,VANCOMICINA,8
UROLOGIA,CEFTAZIDIMA,4
URGENCIAS,ADENOSINA,3
TERAPIA INTENSIVA,BICARBONATO,30
TERAPIA INTENSIVA,OMEPRAZOL,12
URGENCIAS,ONDANSENTRON,2
CIRUGIA GENERAL,SERTRALINA,2
TERAPIA INTENSIVA,BICARBONATO,25
CIRUGIA GENERAL,PREGABALINA,2
CIRUGIA GENERAL,CEFTAZIDIMA,3
MEDICINA INTERNA,DEXMEDETOMIDINA,2
UNIDAD TOCOQUIRURGICA,CLINDAMICINA,4
AREA DE CHOQUE,PREDNISONA,4
ORTOPEDIA,HIDROCORTISONA,2
UNIDAD TOCOQUIRURGICA,NITROPRUSIATO,2
UNIDAD TOCOQUIRURGICA,NITROGLICERINA,1
UNIDAD TOCOQUIRURGICA,NOREPINEFRINA,8
AREA DE CHOQUE,DILTIAZEM,20
AREA DE CHOQUE,OMEPRAZOL,12
TERAPIA INTENSIVA,KETAMINA,1
TERAPIA INTENSIVA,VANCOMICINA,3
ORTOPEDIA,METOCLOPRAMIDA,3
ORTOPEDIA,GABAPENTINA,3
ORTOPEDIA,MEROPENEM,1
UROLOGIA,KETOROLACO,9
TERAPIA INTENSIVA,KETAMINA,0
TERAPIA INTENSIVA,CEFOTAXIMA,4
AREA DE CHOQUE,AMIKACINA,4
AREA DE CHOQUE,CLARITROMICINA,4
AREA DE CHOQUE,BENCILPENICILINA,1
TERAPIA INTENSIVA,ACICLOVIR,5
TERAPIA INTENSIVA,CEFTAZIDIMA,0
CIRUGIA PLASTICA Y RECONSTRUCTIVA,AMPICILINA,6
MEDICINA INTERNA,TRIMETOPRIMA/SULFAMETOXAZOL,12
CIRUGIA PLASTICA Y RECONSTRUCTIVA,AMIKACINA,3
CIRUGIA PLASTICA Y RECONSTRUCTIVA,PARECOXIB,2
CIRUGIA PLASTICA Y RECONSTRUCTIVA,CIPROFLOXACINO,4
CIRUGIA PLASTICA Y RECONSTRUCTIVA,HIDROCORTISONA,3
CIRUGIA PLASTICA Y RECONSTRUCTIVA,VANCOMICINA,6
CIRUGIA PLASTICA Y RECONSTRUCTIVA,GLUCONATO,3
CIRUGIA PLASTICA Y RECONSTRUCTIVA,METOTREXATE,0
CIRUGIA PLASTICA Y RECONSTRUCTIVA,SERTRALINA,1
CIRUGIA PLASTICA Y RECONSTRUCTIVA,FOLICO,0
CIRUGIA PLASTICA Y RECONSTRUCTIVA,CEFALOTINA,8
CIRUGIA PLASTICA Y RECONSTRUCTIVA,SERTRALINA,3
CIRUGIA GENERAL,NOREPINEFRINA,8
CIRUGIA GENERAL,SERO,2
CIRUGIA GENERAL,DEXMEDETOMIDINA,2
CIRUGIA GENERAL,CEFUROXIMA,3
URGENCIAS,SERTRALINA,3
CIRUGIA PLASTICA Y RECONSTRUCTIVA,HEPARINA,2
CIRUGIA GENERAL,PARACETAMOL,84
CIRUGIA GENERAL,METAMIZOL,10
CIRUGIA GENERAL,FOSFATO,20
MEDICINA INTERNA,NOREPINEFRINA,10
AREA DE CHOQUE,CLORFENAMINA,15
QUIROFANOS,METRONIDAZOL,1
AREA DE CHOQUE,ASCORBICO,6
AREA DE CHOQUE,SERO,4
AREA DE CHOQUE,VITAMINA,0
URGENCIAS,METOPROLOL,20
ORTOPEDIA,VANCOMICINA,6
ORTOPEDIA,METOCLOPRAMIDA,2
ORTOPEDIA,CEFALOTINA,6
ORTOPEDIA,FUROSEMIDA,2
ORTOPEDIA,PARECOXIB,2
TERAPIA INTENSIVA,FLUCONAZOL,4
TERAPIA INTENSIVA,CLORFENAMINA,1
TERAPIA INTENSIVA,NOREPINEFRINA,0
TERAPIA INTENSIVA,METAMIZOL,4
CIRUGIA PLASTICA Y RECONSTRUCTIVA,AMPICILINA,8
GINECO OBSTETRICIA,METILPREDNISOLONA,4
MEDICINA INTERNA,VANCOMICINA,9
CIRUGIA GENERAL,MOSAPRIDA,15
CIRUGIA GENERAL,GLUCONATO,8
CIRUGIA GENERAL,PREGABALINA,3
CIRUGIA GENERAL,LACTATO,4
CIRUGIA GENERAL,METAMIZOL,15
CIRUGIA GENERAL,HIERRO,2
CIRUGIA GENERAL,GLUCOSA,8
AREA DE CHOQUE,ONDANSETRON,20
AREA DE CHOQUE,ASCORBICO,3
AREA DE CHOQUE,NOREPINEFRINA,20
URGENCIAS,FOSFATO,100
GINECO OBSTETRICIA,DOXICICLINA,1
ANESTESIOLOGIA,DEXMEDETOMIDINA,30
ANESTESIOLOGIA,PARECOXIB,10
ANESTESIOLOGIA,HALOPERIDOL,10
ANESTESIOLOGIA,HALOPERIDOL,12
QUIROFANOS,LIDOCAINA/EPINEFRINA,20
ESTOMATOLOGIA Y ORTODONCIA,LIDOCAINA,200
MEDICINA INTERNA,ALOPURINOL,2
OFTALMOLOGIA (HOSPITALIZACION),HIALURONATO,5
UROLOGIA (CONSULTA),LIDOCAINA,5
UROLOGIA,CAPTOPRIL,1
AREA DE CHOQUE,ASCORBICO,4
AREA DE CHOQUE,FENITOINA,20
TERAPIA INTENSIVA,DEXAMETASONA,6
TERAPIA INTENSIVA,FUROSEMIDA,25
TERAPIA INTENSIVA,METAMIZOL,12
CIRUGIA GENERAL,LACTATO,3
CIRUGIA GENERAL,BUTILHIOSCINA,4
MEDICINA INTERNA,LOPERAMIDA,6
MEDICINA INTERNA,MOSAPRIDA,4
CIRUGIA GENERAL,GLIBENCLAMIDA,2
URGENCIAS,LEVETIRACETAM,0
TERAPIA INTENSIVA PEDIATRICA,INMUNOGLOBULINA,2
ORTOPEDIA,METRONIDAZOL,2
GINECO OBSTETRICIA,TRAMADOL,0
AREA DE CHOQUE,GLUCONATO,3
ORTOPEDIA,CEFTAZIDIMA,8
TERAPIA INTENSIVA,CEFTRIAXONA,0
GASTROENTEROLOGIA,ATROPINA,20
GASTROENTEROLOGIA,DEXAMETASONA,20
GASTROENTEROLOGIA,CLORURO,5
QUIROFANOS,KETOROLACO,15
INFECTOLOGIA,ISONIACIDA,12
URGENCIAS,MORFINA,30
MEDICINA INTERNA,FLUOXETINA,1
CIRUGIA GENERAL,CEFUROXIMA,2
URGENCIAS,PREGABALINA,1
URGENCIAS,TRANEXAMICO,2
NEONATOLOGIA,URSODEOXICOLICO,1
UNIDAD TOCOQUIRURGICA,NALOXONA,1
UNIDAD TOCOQUIRURGICA,VECURONIO,5
DISPENSADOR 3 TERAPIA INTENSIVA ADULTOS,MULTIVITAMINICO,10
URGENCIAS,HIDRALAZINA,3
URGENCIAS PEDIATRICAS,PREDNISONA,4
UROLOGIA,ALPRAZOLAM,30
UROLOGIA,KETOROLACO,8
UNIDAD TOCOQUIRURGICA,AMIODARONA,2
GINECO OBSTETRICIA,INDOMETACINA,2
GINECO OBSTETRICIA,BENCILPENICILINA,3
ORTOPEDIA,PARACETAMOL,8
ORTOPEDIA,TRAMADOL,0
ANESTESIOLOGIA,METAMIZOL,60
ANESTESIOLOGIA,NOREPINEFRINA,20
GINECO OBSTETRICIA,AMIODARONA,0
INFECTOLOGIA,VANCOMICINA,7
CIRUGIA GENERAL,DEXMEDETOMIDINA,12
UNIDAD TOCOQUIRURGICA,HIDROCORTISONA,7
UNIDAD TOCOQUIRURGICA,FENITOINA,3
UNIDAD TOCOQUIRURGICA,GENTAMICINA,0
MEDICINA INTERNA,GLUCONATO,50
CIRUGIA GENERAL,AMIODARONA,15
UROLOGIA,BUTILHIOSCINA,10
GINECO OBSTETRICIA,INDOMETACINA,10
URGENCIAS,ATROPINA,15
PEDIATRIA CLINICA,KETOROLACO,20
ORTOPEDIA,PREGABALINA,10
TERAPIA INTENSIVA PEDIATRICA,DOBUTAMINA,10
TERAPIA INTENSIVA PEDIATRICA,DOPAMINA,10
TERAPIA INTENSIVA PEDIATRICA,NOREPINEFRINA,10
OTORRINOLARINGOLOGIA,DOPAMINA,1
OTORRINOLARINGOLOGIA,LIDOCAINA/EPINEFRINA,2
QUIROFANOS,CLORFENAMINA,15
ORTOPEDIA,BETAMETASONA,10
ORTOPEDIA,DEXAMETASONA,15
MEDICINA INTERNA,SENOSIDOS,8
MEDICINA INTERNA,LACTATO,7
URGENCIAS,SULFATO,100
TERAPIA INTENSIVA PEDIATRICA,NITROGLICERINA,1
ORTOPEDIA,CEFTAZIDIMA,4
ORTOPEDIA,VANCOMICINA,7
TERAPIA INTENSIVA PEDIATRICA,CEFTRIAXONA,1
TERAPIA INTENSIVA PEDIATRICA,METRONIDAZOL,2
TERAPIA INTENSIVA PEDIATRICA,KETOROLACO,1
ORTOPEDIA,VANCOMICINA,2
ORTOPEDIA,CEFEPIME,2
ORTOPEDIA,METRONIDAZOL,1
CIRUGIA GENERAL,BICARBONATO,25
MEDICINA INTERNA,METILPREDNISOLONA,4
MEDICINA INTERNA,DOBUTAMINA,4
TERAPIA INTENSIVA PEDIATRICA,OMEPRAZOL,2
FARMACIA INTRAHOSPITALARIA,URSODEOXICOLICO,2
MEDICINA INTERNA,ACETILCISTEINA,4
MEDICINA INTERNA,ACETILCISTEINA,7
MEDICINA INTERNA,ACETILCISTEINA,2
MEDICINA INTERNA,NOREPINEFRINA,2
MEDICINA INTERNA,TRIMETOPRIMA/SULFAMETOXAZOL,16
MEDICINA INTERNA,LACTATO,18
TERAPIA INTENSIVA,ADENOSINA,2
URGENCIAS PEDIATRICAS,CLORURO,20
QUIROFANOS,METAMIZOL,30
CIRUGIA GENERAL,GLUCONATO,10
URGENCIAS,CLONAZEPAM,1
NEONATOLOGIA,FOSFATO,20
NEONATOLOGIA,GLUCONATO,30
NEONATOLOGIA,SULFATO,2
NEONATOLOGIA,CLORURO,30
GINECO OBSTETRICIA,ALFA-METILDOPA,2
URGENCIAS GINECOBSTETRICAS,HIDRALAZINA,3
CIRUGIA GENERAL,TRAMADOL,10
TERAPIA INTENSIVA,CEFUROXIMA,3
TERAPIA INTENSIVA,OCTREOTIDA,2
ORTOPEDIA,FUROSEMIDA,3
ORTOPEDIA,KETOPROPOFENO,3
AREA DE CHOQUE,GABAPENTINA,2
URGENCIAS,OMEPRAZOL,3
URGENCIAS,TRANEXAMICO,0
AREA DE CHOQUE,NISTATINA,1
AREA DE CHOQUE,ESPIRONOLACTONA,1
URGENCIAS PEDIATRICAS,BENCILPENICILINA,8
UROLOGIA,ONDANSETRON,0
GINECO OBSTETRICIA,ONDANSETRON,2
NEONATOLOGIA,AMPICILINA,6
ORTOPEDIA,PARACETAMOL,6
NEONATOLOGIA,CEFTRIAXONA,3
ORTOPEDIA,KETOPROPOFENO,12
UROLOGIA,BUTILHIOSCINA,2
UROLOGIA,FUROSEMIDA,0
UROLOGIA,SALBUTAMOL,0
TERAPIA INTENSIVA,ESMOLOL,1
MEDICINA INTERNA,LOPERAMIDA,2
UROLOGIA,NAPROXENO,3
TERAPIA INTENSIVA,AMIODARONA,5
TERAPIA INTENSIVA PEDIATRICA,VECURONIO,10
TERAPIA INTENSIVA PEDIATRICA,MIDAZOLAM,0
TERAPIA INTENSIVA PEDIATRICA,FENTANILO,0
TERAPIA INTENSIVA PEDIATRICA,CLORFENAMINA,1
MEDICINA INTERNA,ACICLOVIR,1
MEDICINA INTERNA,INDOMETACINA,8
URGENCIAS,ACICLOVIR,8
TERAPIA INTENSIVA,ACETILCISTEINA,3
ORTOPEDIA,MEROPENEM,2
TERAPIA INTENSIVA PEDIATRICA,KETOROLACO,20
TERAPIA INTENSIVA PEDIATRICA,HEPARINA,1
TERAPIA INTENSIVA PEDIATRICA,VECURONIO,25
TERAPIA INTENSIVA PEDIATRICA,FUROSEMIDA,15
TERAPIA INTENSIVA PEDIATRICA,DOBUTAMINA,15
TERAPIA INTENSIVA PEDIATRICA,ESPIRONOLACTONA,10
TERAPIA INTENSIVA PEDIATRICA,CLORURO,30
URGENCIAS,MULTIVITAMINAS,2
DISPENSADOR 3 TERAPIA INTENSIVA ADULTOS,EPINEFRINA,6
CIRUGIA GENERAL,LACTATO,0
QUIROFANOS,GENTAMICINA,4
TERAPIA INTENSIVA,GABAPENTINA,2
TERAPIA INTENSIVA,LORAZEPAM,0
GINECO OBSTETRICIA,ONDANSETRON,10
GINECO OBSTETRICIA,OMEPRAZOL,6
GASTROENTEROLOGIA,TRINITRATO,0
GASTROENTEROLOGIA,GLUCONATO,0
ANESTESIOLOGIA,LIDOCAINA/EPINEFRINA,50
MEDICINA INTERNA,PARACETAMOL,20
AREA DE CHOQUE,CLOPIDOGREL,8
UNIDAD TOCOQUIRURGICA,SULFATO,15
ORTOPEDIA,SULFATO,20
QUIROFANOS,BUTILHIOSCINA,30
AREA DE CHOQUE,EPINEFRINA,15
AREA DE CHOQUE,FENITOINA,0
AREA DE CHOQUE,METILPREDNISOLONA,1
ANESTESIOLOGIA,PARACETAMOL,30
TERAPIA INTENSIVA PEDIATRICA,KETAMINA,1
TERAPIA INTENSIVA,LORAZEPAM,40
UROLOGIA (CONSULTA),PARACETAMOL,3
ORTOPEDIA,CEFEPIME,8
ORTOPEDIA,VANCOMICINA,1
ORTOPEDIA,CEFTAZIDIMA,6
ORTOPEDIA,VANCOMICINA,4
MEDICINA INTERNA,ACICLOVIR,3
MEDICINA INTERNA,LOPERAMIDA,3
DISPENSADOR 3 TERAPIA INTENSIVA ADULTOS,AMIODARONA,20
DISPENSADOR 3 TERAPIA INTENSIVA ADULTOS,FUROSEMIDA,50
TERAPIA RESPIRATORIA,SALBUTAMOL,20
CIRUGIA GENERAL,KETOROLACO,10
URGENCIAS,TERLIPRESINA,16
URGENCIAS PEDIATRICAS,OMEPRAZOL,2
MEDICINA INTERNA,ISOSORBIDA,2
UNIDAD TOCOQUIRURGICA,NOREPINEFRINA,4
PEDIATRIA CLINICA,METILPREDNISOLONA,3
URGENCIAS,DOXICICLINA,3
CIRUGIA GENERAL,GLUCONATO,4
AREA DE CHOQUE,KETOROLACO,6
ORTOPEDIA,CEFTAZIDIMA/AVIBACTAM,0
UROLOGIA,VANCOMICINA,1
TERAPIA INTENSIVA,CEFOTAXIMA,5
TERAPIA INTENSIVA,GABAPENTINA,3
TERAPIA INTENSIVA,AMIODARONA,10
CIRUGIA PLASTICA Y RECONSTRUCTIVA,TIGECICLINA,3
MEDICINA INTERNA,PROPRANOLOL,3
MEDICINA INTERNA,ACICLOVIR,12
AREA DE CHOQUE,LOPERAMIDA,4
MEDICINA INTERNA,LOPERAMIDA,8
CIRUGIA GENERAL,FENITOINA,4
CPR QUIROFANO,VANCOMICINA,4
CPR QUIROFANO,TRAMADOL,2
CPR QUIROFANO,GABAPENTINA,1
ORTOPEDIA,VANCOMICINA,8
MEDICINA INTERNA,BICARBONATO,0
TERAPIA INTENSIVA,CEFOTAXIMA,7
TERAPIA INTENSIVA,METILPREDNISOLONA,3
MEDICINA INTERNA,ACICLOVIR,5
CPR QUIROFANO,CEFUROXIMA,2
CPR QUIROFANO,NIFEDIPINO,2
UROLOGIA,VANCOMICINA,2
ORTOPEDIA,CLINDAMICINA,6
URGENCIAS,CEFOTAXIMA,5
GINECO OBSTETRICIA,FUROSEMIDA,1
CIRUGIA GENERAL,GLUCONATO,20
MEDICINA INTERNA,ALOPURINOL,16
PEDIATRIA CLINICA,CLORFENAMINA,5
PEDIATRIA CLINICA,VALPROICO,4
MEDICINA INTERNA,ISOSORBIDA,4
AREA DE CHOQUE,HIDROCORTISONA,15
AREA DE CHOQUE,MULTIVITAMINICO,15
URGENCIAS,HIDRALAZINA,1
URGENCIAS,ASCORBICO,5
CIRUGIA GENERAL,ACETAZOLAMIDA,2
MEDICINA INTERNA,ACICLOVIR,7
CIRUGIA PLASTICA Y RECONSTRUCTIVA,VANCOMICINA,3
URGENCIAS,LEVOFLOXACINA,1
GINECO OBSTETRICIA,SULFATO,13
URGENCIAS,ALOPURINOL,2
URGENCIAS GINECOBSTETRICAS,HIDROCORTISONA,1
TERAPIA INTENSIVA PEDIATRICA,VALPROICO,3
TERAPIA INTENSIVA,METILPREDNISOLONA,0
UROLOGIA,ONDANSENTRON,1
CIRUGIA PLASTICA Y RECONSTRUCTIVA,CEFUROXIMA,2
TERAPIA INTENSIVA PEDIATRICA,METILPREDNISOLONA,3
UNIDAD TOCOQUIRURGICA,NIFEDIPINO,15
AREA DE CHOQUE,GLUCONATO,10
MEDICINA INTERNA,LORATADINA,1
MEDICINA INTERNA,CEFTAZIDIMA,3
ORTOPEDIA,TIGECICLINA,2
ORTOPEDIA,RISPERIDONA,1
MEDICINA INTERNA,SENOSIDOS,3
MEDICINA INTERNA,ISOSORBIDA,3
MEDICINA INTERNA,LEVOSIMENDAN,2
MEDICINA INTERNA,NOREPINEFRINA,4
ORTOPEDIA,LACTULOSA,1
CIRUGIA GENERAL,ONDANSENTRON,5
ORTOPEDIA,HEPARINA,3
NEONATOLOGIA,DOBUTAMINA,4
CIRUGIA PLASTICA Y RECONSTRUCTIVA,ONDANSETRON,10
ANESTESIOLOGIA,SUXAMETONIO,30
ANESTESIOLOGIA,HEPARINA,5
MEDICINA INTERNA,LIDOCAINA,2
CIRUGIA PLASTICA Y RECONSTRUCTIVA,TRAMADOL,30
CIRUGIA GENERAL,HALOPERIDOL,4
MEDICINA INTERNA,KETOROLACO,1
MEDICINA INTERNA,ACICLOVIR,8
URGENCIAS,VANCOMICINA,7
ORTOPEDIA,GABAPENTINA,20
ORTOPEDIA,DEXAMETASONA,20
ORTOPEDIA,OMEPRAZOL,10
ORTOPEDIA,METOCLOPRAMIDA,20
ORTOPEDIA,TRAMADOL,30
ORTOPEDIA,FUROSEMIDA,20
ORTOPEDIA,ONDANSETRON,10
ORTOPEDIA,KETOROLACO,10
ANESTESIOLOGIA,DEXAMETASONA,40
ANESTESIOLOGIA,SUGAMMADEX,30
GINECO OBSTETRICIA,NOREPINEFRINA,2
GINECO OBSTETRICIA,FENITOINA,4
GINECO OBSTETRICIA,EPINEFRINA,15
GINECO OBSTETRICIA,ATROPINA,3
GINECO OBSTETRICIA,DOPAMINA,2
GINECO OBSTETRICIA,FUROSEMIDA,3
GINECO OBSTETRICIA,GLUCONATO,3
GINECO OBSTETRICIA,GLUCOSA,3
GINECO OBSTETRICIA,HIDROCORTISONA,5
GINECO OBSTETRICIA,METILPREDNISOLONA,1
AREA DE CHOQUE,SALBUTAMOL,1
PEDIATRIA CLINICA,METOCLOPRAMIDA,3
AREA DE CHOQUE,CEFTAZIDIMA,5
TERAPIA INTENSIVA PEDIATRICA,PARACETAMOL,4
CIRUGIA PLASTICA Y RECONSTRUCTIVA,VANCOMICINA,2
AREA DE CHOQUE,SERTRALINA,1
URGENCIAS PEDIATRICAS,DEXAMETASONA,15
CIRUGIA PLASTICA Y RECONSTRUCTIVA,CEFUROXIMA,1
AREA DE CHOQUE,TRIMETOPRIMA/SULFAMETOXAZOL,1
URGENCIAS,FOLICO,0
URGENCIAS,CLORFENAMINA,2
CLINICA DE CATETERES,ATROPINA,0
CLINICA DE CATETERES,BICARBONATO,2
CLINICA DE CATETERES,DOBUTAMINA,2
CLINICA DE CATETERES,DOPAMINA,2
CLINICA DE CATETERES,FUROSEMIDA,3
CLINICA DE CATETERES,GLUCOSA,1
CLINICA DE CATETERES,HIDROCORTISONA,5
CLINICA DE CATETERES,FENITOINA,3
CLINICA DE CATETERES,ESTREPTOQUINASA,0
CIRUGIA GENERAL,FOSFOMICINA,1
CIRUGIA PLASTICA Y RECONSTRUCTIVA,MIDAZOLAM,5
CIRUGIA PLASTICA Y RECONSTRUCTIVA,KETAMINA,1
TERAPIA INTENSIVA,CEFTAROLINA,4
PEDIATRIA CLINICA,CEFALOTINA,1
CIRUGIA GENERAL,FOSFOMICINA,6
UNIDAD TOCOQUIRURGICA,DOBUTAMINA,2
DISPENSADOR 3 TERAPIA INTENSIVA ADULTOS,CLOPIDOGREL,2
DISPENSADOR 3 TERAPIA INTENSIVA ADULTOS,FITOMENADIONA,7
DISPENSADOR 3 TERAPIA INTENSIVA ADULTOS,METAMIZOL,11
